Hotel Name,Original price,Price after discount,Tax,Rating,location,Rating(5)
Hotel Segara Mandala,Rp 337.500,Rp 303.750,Inclusive of taxes,7.7,"Negara, Bali",3.85
Puri Payogan Resort,Rp 697.500,Rp 453.375,Inclusive of taxes,n/a,"Kedewatan, Bali",#VALUE!
Umasari Rice Terrace Villa,Rp 573.499,Rp 393.673,Inclusive of taxes,8.8,"Marga, Bali",4.4
Mimpi Resort Menjangan,Rp 1.290.372,Rp 885.764,Inclusive of taxes,8.6,"Menjangan, Bali",4.3
Bali Paradise City Hotel,Rp 720.000,Rp 266.400,Inclusive of taxes,7.6,"Kerobokan, Bali",3.8
Asher Bali Transit,Rp 353.333,Rp 265.000,Inclusive of taxes,7.3,"Tuban, Bali",3.65
Bali Caps Hostel,Rp 146.667,Rp 110.000,Inclusive of taxes,9,"Kuta, Bali",4.5
Container Smart Stay,Rp 589.734,Rp 365.635,Inclusive of taxes,n/a,"Bedugul, Bali",#VALUE!
Seminyak Square Hotel,Rp 1.652.000,Rp 1.156.400,Inclusive of taxes,8.5,"Seminyak, Bali",4.25
De Umah Bali - Eco Tradi Home,Rp 1.320.000,Rp 990.000,Inclusive of taxes,n/a,"Tembuku, Bali",#VALUE!
Trivara Kuta,Rp 380.000,Rp 285.000,Inclusive of taxes,8.7,"Tuban, Bali",4.35
Canggu Village,Rp 1.999.999,Rp 1.499.999,Inclusive of taxes,8.9,"Canggu, Bali",4.45
"Kuta Puri Bungalows, Villas and Resort",Rp 2.520.000,Rp 1.764.000,Inclusive of taxes,8.8,"Poppies, Bali",4.4
Arkamara Dijiwa Ubud,Rp 6.792.831,Rp 5.094.623,Inclusive of taxes,8.9,"Ubud, Bali",4.45
Munduk Heaven Luxury Villas,Rp 13.086.250,Rp 7.851.750,Inclusive of taxes,9.3,"Munduk, Bali",4.65
Ubud Lestari Villa,Rp 1.198.471,Rp 715.000,Inclusive of taxes,8.8,"Ubud, Bali",4.4
Ubud Village Hotel,Rp 1.696.651,Rp 1.164.616,Inclusive of taxes,8.8,"Monkey Forest, Bali",4.4
Lumbini Luxury Villas and Spa,Rp 2.747.965,Rp 1.886.350,Inclusive of taxes,8.8,"Jimbaran, Bali",4.4
Hotel Puriartha Ubud,Rp 749.999,Rp 389.999,Inclusive of taxes,8.4,"Ubud, Bali",4.2
Pondok Sari Hotel,Rp 675.000,Rp 236.250,Inclusive of taxes,8.5,"Kuta, Bali",4.25
Canggu Dream Village,Rp 3.150.900,Rp 1.575.450,Inclusive of taxes,8.4,"Canggu, Bali",4.2
Taman Tirta Ayu Pool & Mansion,Rp 405.000,Rp 263.250,Inclusive of taxes,7.9,"Tuban, Bali",3.95
The Sarining Hotel,Rp 701.756,Rp 526.317,Inclusive of taxes,n/a,"Tabanan Kota, Bali",#VALUE!
OYO 90547 Pondok Saren Anyar,Rp 131.141,Rp 82.619,Inclusive of taxes,7.4,"Mengwi, Bali",3.7
Matahari Guest House,Rp 200.000,Rp 170.000,Inclusive of taxes,8.1,"West Denpasar, Bali",4.05
Ubud Raya Villa,Rp 2.250.000,Rp 1.575.000,Inclusive of taxes,9,"Sayan, Bali",4.5
Three Brothers Guest House,Rp 333.334,Rp 250.000,Inclusive of taxes,9.2,"Ubud, Bali",4.6
Akana Boutique Hotel,Rp 1.593.568,Rp 824.849,Inclusive of taxes,8.7,"Sanur, Bali",4.35
Meruhdani Boutique Hotel Ubud,Rp 719.040,Rp 539.280,Inclusive of taxes,8.9,"Ubud, Bali",4.45
Hotel Melamun Lovina,Rp 562.500,Rp 495.000,Inclusive of taxes,8.9,"Lovina, Bali",4.45
Sanur Seaview Hotel,Rp 662.400,Rp 384.192,Inclusive of taxes,7.7,"Sanur, Bali",3.85
Melia Bali The Garden Villas (ex Melia Bali Villas and Spa Resort),Rp 2.963.027,Rp 2.033.977,Inclusive of taxes,n/a,"Nusa Dua Beach, Bali",#VALUE!
The Mel Homestay,Rp 134.400,Rp 100.800,Inclusive of taxes,9,"Nusa Penida, Bali",4.5
The Galuh Pekutatan,Rp 458.333,Rp 334.583,Inclusive of taxes,8.8,"Pekutatan, Bali",4.4
Villa Ley Double Six by Best Deals Asia Hospitality,Rp 7.375.000,Rp 2.950.000,Inclusive of taxes,n/a,"Legian, Bali",#VALUE!
Samudra Boutique Hotel and Villa,Rp 240.964,Rp 180.723,Inclusive of taxes,8,"Kuta, Bali",4
Sun Island Hotel & Spa Legian,Rp 1.639.800,Rp 918.288,Inclusive of taxes,8.5,"Legian, Bali",4.25
Star Semabu Resort,Rp 729.000,Rp 444.690,Inclusive of taxes,8.5,"Nusa Penida, Bali",4.25
OYO 2580 Hotel Puri Royan,Rp 307.014,Rp 153.507,Inclusive of taxes,7.4,"West Denpasar, Bali",3.7
Jasmine Inn Nusa Penida,Rp 226.667,Rp 170.000,Inclusive of taxes,8.6,"Nusa Penida, Bali",4.3
The Kryamaha Villas,Rp 2.903.987,Rp 1.732.499,Inclusive of taxes,8.8,"Tanah Lot, Bali",4.4
Bubble Hotel Bali Ubud,Rp 28.899.948,Rp 21.674.961,Inclusive of taxes,7.9,"Tampaksiring, Bali",3.95
Jasmine Inn Nusa Penida,Rp 226.667,Rp 170.000,Inclusive of taxes,8.6,"Nusa Penida, Bali",4.3
The Kryamaha Villas,Rp 2.903.987,Rp 1.732.499,Inclusive of taxes,8.8,"Tanah Lot, Bali",4.4
The Dukuh Retreat,Rp 1.080.000,Rp 540.000,Inclusive of taxes,9.7,"Kerambitan, Bali",4.85
Pondok Dukuh Jati,Rp 200.000,Rp 150.000,Inclusive of taxes,8.2,"Kuta, Bali",4.1
The Kanjeng Hotel Kuta,Rp 1.263.157,Rp 315.789,Inclusive of taxes,7.2,"Tuban, Bali",3.6
Hotel Komune and Beach Club Bali,Rp 2.509.058,Rp 1.722.319,Inclusive of taxes,8.4,"Keramas, Bali",4.2
Villas at The Patra Bali Resort & Villas - CHSE Certified,Rp 4.514.049,Rp 2.200.000,Inclusive of taxes,n/a,"Kuta, Bali",#VALUE!
The Sesari Jimbaran,Rp 367.200,Rp 275.400,Inclusive of taxes,8.2,"Jimbaran, Bali",4.1
OYO 90576 St Tama,Rp 258.762,Rp 129.381,Inclusive of taxes,8.7,"Nusa Dua, Bali",4.35
Uma Mani Villa,Rp 600.000,Rp 450.000,Inclusive of taxes,8.6,"Jimbaran, Bali",4.3
The Lokha Legian Resort & Spa,Rp 1.645.600,Rp 658.240,Inclusive of taxes,8.6,"Legian, Bali",4.3
Bayside Residence,Rp 2.399.999,Rp 1.799.999,Inclusive of taxes,n/a,"Candidasa, Bali",#VALUE!
Arimba at Bisma,Rp 585.000,Rp 409.500,Inclusive of taxes,7.9,"Ubud, Bali",3.95
Hotel Oranjje,Rp 417.083,Rp 212.712,Inclusive of taxes,7.6,"South Denpasar, Bali",3.8
Waterside Inn Nusa Penida,Rp 361.613,Rp 331.200,Inclusive of taxes,7.6,"Nusa Penida, Bali",3.8
Alam Candi Dive Resort,Rp 840.000,Rp 630.000,Inclusive of taxes,8.6,"Candidasa, Bali",4.3
Casa Padma Suites Bali,Rp 1.329.975,Rp 731.486,Inclusive of taxes,8.2,"Legian, Bali",4.1
Wahyu Dana Hotel,Rp 420.000,Rp 315.000,Inclusive of taxes,8.2,"Lovina, Bali",4.1
Prasi Sunset Bungalows,Rp 475.000,Rp 332.500,Inclusive of taxes,8.9,"Nusa Penida, Bali",4.45
Disini Villa,Rp 4.468.461,Rp 3.067.368,Inclusive of taxes,n/a,"Seminyak, Bali",#VALUE!
Radha homestay,Rp 420.000,Rp 315.000,Inclusive of taxes,n/a,"Sanur, Bali",#VALUE!
Putu Guest House 2,Rp 735.856,Rp 576.924,Inclusive of taxes,8.5,"Canggu, Bali",4.25
Sativa Sanur Cottages,Rp 840.000,Rp 630.000,Inclusive of taxes,8,"Sanur, Bali",4
Grand Pondok Puri Ayu,Rp 320.000,Rp 208.000,Inclusive of taxes,8,"West Denpasar, Bali",4
Hotel Karthi,Rp 266.333,Rp 199.750,Inclusive of taxes,8.4,"Kuta, Bali",4.2
The Kasih Villas & Spa,Rp 3.141.763,Rp 2.544.828,Inclusive of taxes,8.8,"Seminyak, Bali",4.4
Mason Elephant Lodge,Rp 2.514.264,Rp 2.106.000,Inclusive of taxes,8.1,"Taro, Bali",4.05
Bali Jungle Camping,Rp 1.320.000,Rp 990.000,Inclusive of taxes,n/a,"Pupuan, Bali",#VALUE!
Annora Villas Sanur,Rp 5.318.774,Rp 3.173.146,Inclusive of taxes,9.2,"Sanur, Bali",4.6
Pertiwi Resorts And Spa,Rp 990.000,Rp 594.000,Inclusive of taxes,8.5,"Monkey Forest, Bali",4.25
Hana Kuta Beach,Rp 405.000,Rp 303.750,Inclusive of taxes,8.4,"Kuta, Bali",4.2
Kampung 168 Jimbaran,Rp 637.192,Rp 312.224,Inclusive of taxes,8.2,"Jimbaran, Bali",4.1
Anantara Seminyak Resort & Spa,Rp 7.850.765,Rp 5.888.074,Inclusive of taxes,8.3,"Seminyak, Bali",4.15
Dewi Sinta Hotel and Restaurant by Wizzela,Rp 430.312,Rp 301.218,Inclusive of taxes,8.4,"Tanah Lot, Bali",4.2
Puspa Graha Villatel,Rp 337.500,Rp 253.125,Inclusive of taxes,8.3,"Jimbaran, Bali",4.15
New Garden View Resort,Rp 438.518,Rp 355.200,Inclusive of taxes,8.3,"Legian, Bali",4.15
Cross Bali Breakers,Rp 4.432.612,Rp 3.324.459,Inclusive of taxes,n/a,"Jimbaran, Bali",#VALUE!
Villa Bebek Cottages Sanur,Rp 1.020.000,Rp 765.000,Inclusive of taxes,9.4,"Sanur, Bali",4.7
Ozora Tiying Tutul Hostel @Canggu,Rp 120.000,Rp 90.000,Inclusive of taxes,8.1,"Canggu, Bali",4.05
Samsara Homestay,Rp 237.039,Rp 177.779,Inclusive of taxes,9.2,"Kintamani, Bali",4.6
Ozora Tiying Tutul Hostel @Canggu,Rp 120.000,Rp 90.000,Inclusive of taxes,8.1,"Canggu, Bali",4.05
Samsara Homestay,Rp 237.039,Rp 177.779,Inclusive of taxes,9.2,"Kintamani, Bali",4.6
Legian Village Hotel,Rp 918.915,Rp 339.999,Inclusive of taxes,7.6,"Legian, Bali",3.8
Ecosfera Hotel,Rp 1.240.001,Rp 930.001,Inclusive of taxes,8.2,"Canggu, Bali",4.1
Pelangi Bali Hotel & Spa,Rp 3.300.000,Rp 2.475.000,Inclusive of taxes,8.1,"Seminyak, Bali",4.05
Prasana by Arjani Resorts - Uluwatu,Rp 6.742.880,Rp 4.382.872,Inclusive of taxes,8.2,"Ungasan, Bali",4.1
Holistic Villa by Holistic group,Rp 998.667,Rp 749.000,Inclusive of taxes,n/a,"Nusa Dua, Bali",#VALUE!
Legian Bisma Suite,Rp 407.333,Rp 305.500,Inclusive of taxes,8.7,"Legian, Bali",4.35
Rai House Sanur,Rp 240.000,Rp 192.000,Inclusive of taxes,8.7,"Sanur, Bali",4.35
D'Tunjung Resort & Spa,Rp 380.000,Rp 285.000,Inclusive of taxes,8.4,"Candidasa, Bali",4.2
Suryadina Guest House,Rp 380.000,Rp 285.000,Inclusive of taxes,8.6,"Ubud, Bali",4.3
Batur Mountain View,Rp 666.665,Rp 499.999,Inclusive of taxes,7.7,"Kintamani, Bali",3.85
Suarapura Resort & Spa,Rp 2.400.000,Rp 1.800.000,Inclusive of taxes,9.3,"Sebatu, Bali",4.65
Ubud Nyuh Bali Resort & Spa,Rp 6.786.847,Rp 3.715.876,Inclusive of taxes,8.9,"Ubud, Bali",4.45
The Wolas Villas & Spa,Rp 4.971.285,Rp 2.237.078,Inclusive of taxes,8.8,"Seminyak, Bali",4.4
WakAsih,Rp 200.000,Rp 150.000,Inclusive of taxes,8,"Semarapura Kelod, Bali",4
The Swaha Hotel,Rp 623.297,Rp 311.649,Inclusive of taxes,8.7,"Batubulan, Bali",4.35
AQ-VA Hotel & Villas,Rp 953.841,Rp 614.998,Inclusive of taxes,8.6,"Legian, Bali",4.3
OYO 90022 Puri Kramas Canggu,Rp 382.418,Rp 240.923,Inclusive of taxes,8.1,"Canggu, Bali",4.05
Villa Ombak Kedungu,Rp 400.000,Rp 300.000,Inclusive of taxes,8.5,"Tanah Lot, Bali",4.25
Amatara Arya Ubud,Rp 1.662.001,Rp 1.090.583,Inclusive of taxes,9.1,"Ubud, Bali",4.55
Kupu Kupu Barong Villas and Tree Spa by LâOCCITANE,Rp 5.086.518,Rp 4.069.214,Inclusive of taxes,8.4,"Kedewatan, Bali",4.2
Sanur Guest House,Rp 339.999,Rp 254.999,Inclusive of taxes,7.9,"Sanur, Bali",3.95
Kubu Cempaka Seminyak,Rp 2.029.999,Rp 1.522.499,Inclusive of taxes,8.9,"Seminyak, Bali",4.45
Kenran Resort Ubud by Soscomma,Rp 60.980.499,Rp 49.394.204,Inclusive of taxes,8.6,"Tegallalang, Bali",4.3
Sanur Guest House,Rp 339.999,Rp 254.999,Inclusive of taxes,7.9,"Sanur, Bali",3.95
Alam Puisi Villa,Rp 2.514.600,Rp 1.005.840,Inclusive of taxes,8.7,"Tampaksiring, Bali",4.35
Segara Hotel and Restaurant Kintamani,Rp 440.000,Rp 330.000,Inclusive of taxes,8,"Kintamani, Bali",4
The Garuda Villa and Restaurant,Rp 521.333,Rp 391.000,Inclusive of taxes,8.4,"Bedugul, Bali",4.2
Honai Resort,Rp 5.200.000,Rp 1.144.000,Inclusive of taxes,8.8,"Ubud, Bali",4.4
Abi Bali Resort Villas and Spa,Rp 3.432.800,Rp 1.716.400,Inclusive of taxes,8.5,"Jimbaran, Bali",4.25
Beluran Serene Guesthouse,Rp 399.999,Rp 299.999,Inclusive of taxes,8.6,"Kerambitan, Bali",4.3
Uma Emas Residence,Rp 225.904,Rp 180.723,Inclusive of taxes,7.4,"Sanur, Bali",3.7
Kubu Indah Dive & Spa Resort,Rp 1.095.220,Rp 706.154,Inclusive of taxes,n/a,"Tulamben, Bali",#VALUE!
Plataran Menjangan Resort and Spa,Rp 4.356.000,Rp 3.267.000,Inclusive of taxes,8.9,"Menjangan, Bali",4.45
The Wina Villa Canggu,Rp 5.400.000,Rp 4.050.000,Inclusive of taxes,8.7,"Canggu, Bali",4.35
The Nyaman Bali,Rp 532.000,Rp 399.000,Inclusive of taxes,8.7,"Kuta, Bali",4.35
Puri Surya Hotel,Rp 368.000,Rp 276.000,Inclusive of taxes,7.6,"Seririt, Bali",3.8
Harmony Beach Suite,Rp 1.125.000,Rp 843.750,Inclusive of taxes,8,"Seminyak, Bali",4
Aneka Lovina Villas & Spa,Rp 978.750,Rp 636.188,Inclusive of taxes,8.5,"Lovina, Bali",4.25
Ultimate Residence Bali,Rp 556.000,Rp 254.092,Inclusive of taxes,n/a,"South Denpasar, Bali",#VALUE!
Wapa di Ume Resort & Spa,Rp 4.230.000,Rp 2.453.400,Inclusive of taxes,9,"Ubud, Bali",4.5
Alam Pangkung Ubud,Rp 450.000,Rp 328.500,Inclusive of taxes,8,"Ubud, Bali",4
Manyi Village Ubud,Rp 765.000,Rp 573.750,Inclusive of taxes,8.9,"Tampaksiring, Bali",4.45
Jukung Guest House,Rp 450.000,Rp 337.500,Inclusive of taxes,8.9,"Sanur, Bali",4.45
Kelan-Tel Bali,Rp 630.000,Rp 302.400,Inclusive of taxes,7.9,"Tuban, Bali",3.95
Berlian Inn,Rp 305.267,Rp 228.950,Inclusive of taxes,8.2,"Poppies, Bali",4.1
ROYAL RETREAT VILLAS LEMBONGAN,Rp 600.000,Rp 450.000,Inclusive of taxes,n/a,"Nusa Lembongan, Bali",#VALUE!
Batan Sabo Cottage,Rp 1.200.000,Rp 900.000,Inclusive of taxes,8.7,"Nusa Penida, Bali",4.35
NEW Alron Hotel Kuta,Rp 424.284,Rp 296.999,Inclusive of taxes,8.4,"Kuta, Bali",4.2
La Roja Bungalows Penida,Rp 1.078.800,Rp 809.100,Inclusive of taxes,8.9,"Nusa Penida, Bali",4.45
Sari Bamboo Villas,Rp 3.316.500,Rp 2.984.850,Inclusive of taxes,8.5,"Sayan, Bali",4.25
The Kirana Ungasan,Rp 1.368.745,Rp 803.249,Inclusive of taxes,8.8,"Jimbaran, Bali",4.4
Ubud Tropical,Rp 168.000,Rp 126.000,Inclusive of taxes,8.7,"Ubud, Bali",4.35
Lahar Mas Inn,Rp 171.000,Rp 128.250,Inclusive of taxes,7.5,"Amlapura, Bali",3.75
Papa Sun Villas,Rp 900.000,Rp 720.000,Inclusive of taxes,9.3,"Nusa Penida, Bali",4.65
Nomad Hub Villa Bali,Rp 450.000,Rp 292.500,Inclusive of taxes,7.9,"Umalas, Bali",3.95
OYO 2270 Hotel Taman Wirama,Rp 186.181,Rp 117.294,Inclusive of taxes,7.8,"North Denpasar, Bali",3.9
Bali Kuwi Hotel,Rp 235.293,Rp 176.470,Inclusive of taxes,8.3,"Negara, Bali",4.15
Radha Phala Resort & Spa,Rp 1.516.500,Rp 909.900,Inclusive of taxes,8.9,"Ubud, Bali",4.45
"Grand Sehati Hotel & Spa, Ubud",Rp 900.000,Rp 675.000,Inclusive of taxes,8.1,"Monkey Forest, Bali",4.05
De Lemon Gatsu Hotel,Rp 400.000,Rp 200.000,Inclusive of taxes,8.2,"North Denpasar, Bali",4.1
Rena Segara House,Rp 310.644,Rp 192.599,Inclusive of taxes,8.1,"Kuta, Bali",4.05
Tanjung Sari Inn,Rp 447.059,Rp 335.294,Inclusive of taxes,8.1,"Tanjung Benoa, Bali",4.05
OYO 3244 Grand Chandra Hotel,Rp 139.998,Rp 109.198,Inclusive of taxes,7.1,"West Denpasar, Bali",3.55
Nirmala Hotel Denpasar,Rp 566.720,Rp 311.696,Inclusive of taxes,7.4,"West Denpasar, Bali",3.7
Desamuda Village,Rp 2.241.000,Rp 1.456.650,Inclusive of taxes,8.9,"Seminyak, Bali",4.45
Bali Palms Resort Candidasa,Rp 1.575.000,Rp 787.500,Inclusive of taxes,8.5,"Candidasa, Bali",4.25
The Pavilion Hotel Kuta,Rp 306.000,Rp 275.400,Inclusive of taxes,8.4,"Kuta, Bali",4.2
Villa Mandi Resort & Spa,Rp 5.670.000,Rp 850.500,Inclusive of taxes,n/a,"Ubud, Bali",#VALUE!
THE VILLAGE HOME,Rp 468.000,Rp 421.200,Inclusive of taxes,8.7,"Sanur, Bali",4.35
Nakula Guest House,Rp 270.000,Rp 202.500,Inclusive of taxes,8.6,"Kuta, Bali",4.3
Sanur Agung Suite,Rp 617.500,Rp 333.450,Inclusive of taxes,n/a,"Sanur, Bali",#VALUE!
OYO 90053 Paradise Inn,Rp 209.960,Rp 163.769,Inclusive of taxes,8.7,"Legian, Bali",4.35
The Kayon Resort,Rp 5.040.000,Rp 3.528.000,Inclusive of taxes,9.1,"Tegallalang, Bali",4.55
The Studio Inn Nusa Dua,Rp 540.000,Rp 405.000,Inclusive of taxes,8,"Nusa Dua, Bali",4
OYO 1356 Gusti Residence,Rp 139.431,Rp 108.756,Inclusive of taxes,8.4,"Mengwi, Bali",4.2
Wayan Mansion,Rp 264.000,Rp 198.000,Inclusive of taxes,8.5,"South Denpasar, Bali",4.25
Linas Villas Nusa Penida,Rp 382.500,Rp 229.500,Inclusive of taxes,9.3,"Nusa Penida, Bali",4.65
Villa Tangtu Beach Inn,Rp 1.260.000,Rp 315.000,Inclusive of taxes,7.7,"Sanur, Bali",3.85
The Baladewa,Rp 306.000,Rp 149.940,Inclusive of taxes,7.7,"Ungasan, Bali",3.85
Puri Taman Sari Resort,Rp 937.500,Rp 759.375,Inclusive of taxes,8.4,"Marga, Bali",4.2
Aurora House Ubud,Rp 254.032,Rp 127.016,Inclusive of taxes,8.2,"Ubud, Bali",4.1
The Unique Homestay,Rp 203.251,Rp 152.438,Inclusive of taxes,8.5,"Ubud, Bali",4.25
Poh Manis Lembongan,Rp 801.000,Rp 400.500,Inclusive of taxes,8.6,"Nusa Lembongan, Bali",4.3
Dukuh Sebatu Villa,Rp 733.332,Rp 549.999,Inclusive of taxes,8.6,"Sebatu, Bali",4.3
